temperature,humidity,rainfall,soil_moisture,nitrogen,month,irrigation_hours,disease_risk,heat_stress
30.5,81,199,74,89,1,0,2,1
22.2,90,95,48,70,11,0,2,0
23.6,43,192,70,91,12,0,0,0
39.2,89,164,30,44,1,0,2,2
22.0,89,161,23,75,3,0,2,0
28.2,90,75,45,99,6,0,2,0
29.4,92,110,49,50,7,0,2,0
41.1,47,133,56,53,10,0,0,2
22.1,86,135,71,77,7,0,2,0
19.9,78,93,35,49,3,0,1,0
37.0,92,105,20,46,7,0,2,2
28.2,66,189,36,120,11,0,1,0
38.2,95,162,72,112,11,0,2,2
28.4,85,126,22,55,8,0,2,0
38.5,50,131,60,72,12,0,0,2
36.9,84,52,39,73,6,0,2,2
33.4,58,94,35,76,4,0,0,1
35.3,92,52,62,75,2,0,2,1
18.7,85,6,72,73,5,1,1,0
40.2,77,57,28,78,5,0,1,2
33.0,69,59,54,54,3,0,1,1
41.7,82,46,42,115,9,0,1,2
26.4,62,101,43,120,9,0,0,0
25.2,75,27,52,108,11,1,1,0
34.4,58,182,23,46,10,0,0,1
42.0,43,108,62,78,9,0,0,2
19.9,70,151,46,84,9,0,1,0
38.7,50,17,60,107,4,3,0,2
24.0,44,189,67,73,8,0,0,0
32.2,72,176,72,90,3,0,1,1
33.2,50,34,24,96,2,2,0,1
38.2,45,22,80,42,12,3,0,2
23.1,89,169,30,119,11,0,2,0
33.4,42,92,80,109,8,0,0,1
22.9,46,9,40,71,10,1,0,0
38.6,85,169,60,115,4,0,2,2
36.6,52,27,46,60,2,3,0,2
32.5,49,65,74,68,8,0,0,1
21.9,82,88,41,60,7,0,2,0
21.9,90,25,73,89,7,1,1,0
35.7,64,181,60,104,1,0,0,1
33.8,43,164,56,76,8,0,0,1
38.4,44,60,34,96,8,0,0,2
22.4,88,161,52,74,7,0,2,0
29.5,84,131,49,62,7,0,2,0
21.7,53,126,32,60,2,0,0,0
40.5,44,97,71,118,2,0,0,2
34.8,75,156,47,47,7,0,1,1
36.4,62,70,25,45,8,0,0,2
19.4,62,18,20,48,9,2,0,0
22.0,81,162,80,84,4,0,2,0
31.3,52,48,66,90,10,0,0,1
30.3,94,175,37,94,5,0,2,1
40.3,61,50,74,42,8,0,0,2
33.9,40,119,41,85,11,0,0,1
27.8,66,110,44,58,6,0,1,0
41.1,73,171,20,46,8,0,1,2
30.6,83,116,31,114,1,0,2,1
39.3,67,20,20,107,10,3,1,2
35.4,49,102,43,65,4,0,0,1
40.1,86,87,31,43,6,0,2,2
34.0,51,66,79,96,8,0,0,1
33.4,80,111,54,99,10,0,1,1
35.1,72,187,63,84,1,0,1,1
19.6,48,142,35,52,7,0,0,0
41.5,94,69,41,116,9,0,2,2
39.6,56,122,75,102,7,0,0,2
38.7,42,139,61,96,2,0,0,2
39.7,86,70,71,111,8,0,2,2
20.6,47,0,78,92,4,1,0,0
37.5,92,61,65,112,12,0,2,2
26.3,41,27,24,97,3,2,0,0
18.6,51,23,46,116,3,1,0,0
28.5,62,69,26,52,8,0,0,0
26.3,51,137,79,79,1,0,0,0
28.8,57,180,23,89,9,0,0,0
35.3,54,163,50,100,5,0,0,1
35.7,82,90,74,112,4,0,2,1
36.9,41,173,72,111,10,0,0,2
31.3,55,54,52,60,10,0,0,1
26.2,63,130,44,100,12,0,0,0
26.0,40,158,80,72,12,0,0,0
39.1,71,166,35,76,11,0,1,2
26.8,41,27,22,76,10,2,0,0
19.8,91,33,69,111,11,1,1,0
19.1,57,99,72,54,6,0,0,0
27.4,65,23,37,61,12,1,0,0
33.2,55,198,53,68,8,0,0,1
30.3,64,33,70,85,8,1,0,1
41.6,59,160,34,71,11,0,0,2
18.2,53,25,59,50,10,1,0,0
18.1,71,22,45,108,11,1,1,0
37.2,66,81,59,54,10,0,1,2
24.2,52,198,71,112,7,0,0,0
21.1,64,103,27,98,1,0,0,0
29.6,77,101,32,98,11,0,1,0
33.9,40,72,61,49,9,0,0,1
28.0,42,98,21,61,1,0,0,0
26.0,76,178,68,44,1,0,1,0
33.3,75,149,67,56,1,0,1,1
34.8,52,53,36,80,4,0,0,1
34.8,41,63,20,71,6,0,0,1
41.7,94,109,39,110,4,0,2,2
19.2,47,173,30,83,2,0,0,0
25.0,40,198,63,89,7,0,0,0
41.1,69,85,58,51,4,0,1,2
41.0,60,132,61,43,5,0,0,2
20.8,53,30,27,94,3,2,0,0
41.7,87,105,62,72,11,0,2,2
32.6,80,167,65,112,10,0,1,1
38.5,58,3,39,68,9,3,0,2
31.4,55,143,53,76,12,0,0,1
24.7,68,74,52,63,3,0,1,0
22.9,63,70,52,81,12,0,0,0
41.9,82,35,34,98,1,3,1,2
38.8,53,159,72,103,1,0,0,2
30.0,55,134,36,107,8,0,0,0
25.8,87,78,64,43,5,0,2,0
19.6,60,35,50,86,7,1,0,0
31.4,63,29,37,78,6,1,0,1
37.3,91,135,49,42,5,0,2,2
25.6,70,86,29,48,8,0,1,0
24.0,52,1,24,102,9,2,0,0
35.9,75,180,49,92,10,0,1,1
28.6,91,137,71,74,12,0,2,0
23.7,59,98,44,86,1,0,0,0
41.6,76,6,67,61,5,3,1,2
38.9,58,87,59,70,9,0,0,2
20.3,43,25,20,70,8,2,0,0
18.8,60,6,51,103,1,1,0,0
20.0,51,42,37,54,11,0,0,0
28.8,69,170,57,59,5,0,1,0
24.5,81,51,70,104,3,0,2,0
32.9,95,171,48,81,12,0,2,1
40.1,56,104,25,106,12,0,0,2
35.3,63,22,80,120,1,3,0,1
28.0,65,186,27,104,12,0,0,0
30.9,76,192,31,117,4,0,1,1
25.9,74,110,60,86,1,0,1,0
33.8,94,113,45,67,5,0,2,1
23.8,41,182,24,99,2,0,0,0
24.7,44,5,46,92,2,1,0,0
28.1,86,168,35,111,2,0,2,0
26.0,66,155,71,49,6,0,1,0
33.7,47,172,68,79,6,0,0,1
31.4,77,84,79,72,10,0,1,1
35.9,88,50,53,60,6,0,1,1
26.6,64,61,38,53,6,0,0,0
21.6,87,6,52,40,12,1,1,0
31.2,41,55,27,118,11,0,0,1
39.6,67,14,58,87,11,3,1,2
38.1,84,104,47,53,11,0,2,2
32.2,43,9,31,109,1,1,0,1
36.1,78,132,59,44,8,0,1,2
38.7,65,195,26,98,7,0,0,2
18.5,49,30,54,104,10,1,0,0
29.2,91,42,37,44,9,0,1,0
24.2,56,41,34,98,1,0,0,0
32.5,70,99,71,55,5,0,1,1
23.5,67,81,67,64,9,0,1,0
32.1,57,163,67,115,1,0,0,1
38.7,42,37,79,100,2,3,0,2
20.9,42,93,70,110,1,0,0,0
32.1,93,109,57,72,8,0,2,1
36.6,45,49,35,71,12,0,0,2
30.0,48,194,70,91,4,0,0,0
24.0,46,199,67,78,11,0,0,0
26.0,86,122,33,114,8,0,2,0
39.1,76,131,30,50,12,0,1,2
24.5,83,13,66,112,3,1,1,0
22.4,86,142,75,96,5,0,2,0
21.5,55,33,75,95,2,1,0,0
40.9,56,186,29,45,9,0,0,2
24.4,68,163,70,59,11,0,1,0
37.3,44,0,62,96,11,3,0,2
23.2,91,7,28,59,3,2,1,0
38.7,68,197,53,85,11,0,1,2
23.4,67,188,58,113,4,0,1,0
24.2,88,183,71,87,8,0,2,0
24.4,65,121,77,45,7,0,0,0
39.2,80,87,28,104,3,0,1,2
29.3,94,176,63,51,7,0,2,0
33.6,93,155,53,101,1,0,2,1
27.1,78,44,66,73,3,0,1,0
27.4,52,45,62,92,7,0,0,0
38.1,93,81,74,90,1,0,2,2
37.6,88,48,76,73,12,0,1,2
30.0,57,83,33,93,3,0,0,0
37.7,77,199,37,63,5,0,1,2
25.2,86,177,48,88,5,0,2,0
18.8,60,178,62,77,8,0,0,0
40.4,65,82,68,58,12,0,0,2
29.1,70,67,41,87,10,0,1,0
23.0,68,146,43,52,12,0,1,0
28.0,88,120,47,78,8,0,2,0
29.7,78,118,73,79,6,0,1,0
40.7,59,107,52,62,1,0,0,2
19.3,42,162,45,55,7,0,0,0
20.4,84,93,27,47,4,0,2,0
39.2,72,76,40,91,5,0,1,2
40.0,81,171,23,114,2,0,2,2
29.8,59,101,30,116,4,0,0,0
36.9,89,154,61,91,9,0,2,2
29.1,58,66,52,90,5,0,0,0
18.1,87,8,40,88,3,1,1,0
32.1,44,37,20,71,12,2,0,1
26.9,63,179,35,67,11,0,0,0
39.1,66,123,77,77,6,0,1,2
24.5,86,33,35,100,5,1,1,0
30.3,87,187,61,94,12,0,2,1
19.4,94,84,72,56,1,0,2,0
37.6,80,200,43,53,12,0,1,2
27.9,69,67,33,97,2,0,1,0
34.5,55,200,31,117,3,0,0,1
27.0,48,161,55,50,4,0,0,0
18.9,88,155,33,107,10,0,2,0
39.2,43,49,72,97,5,0,0,2
40.2,74,3,34,94,8,3,1,2
22.5,48,160,24,57,1,0,0,0
31.4,64,168,79,50,6,0,0,1
21.8,92,196,69,113,2,0,2,0
22.8,70,182,49,119,4,0,1,0
26.9,85,92,55,82,6,0,2,0
23.7,89,132,51,65,1,0,2,0
20.4,62,38,77,99,7,1,0,0
18.3,53,1,50,53,11,1,0,0
23.3,83,63,56,120,10,0,2,0
18.6,95,28,25,78,6,2,1,0
33.5,48,131,57,116,12,0,0,1
37.1,44,44,34,78,6,0,0,2
42.0,45,135,58,110,9,0,0,2
29.7,51,132,41,55,9,0,0,0
39.8,80,52,38,94,9,0,1,2
20.2,78,42,64,82,8,0,1,0
41.3,53,173,33,54,8,0,0,2
20.8,45,1,76,110,12,1,0,0
33.4,47,170,58,62,10,0,0,1
27.0,46,53,77,82,10,0,0,0
32.8,82,187,25,116,4,0,2,1
22.2,88,93,76,70,5,0,2,0
29.6,49,24,28,47,10,2,0,0
26.6,49,186,44,42,11,0,0,0
18.9,47,62,76,120,10,0,0,0
36.5,72,3,26,100,2,3,1,2
34.9,72,69,46,111,1,0,1,1
30.3,40,9,59,89,7,1,0,1
21.2,54,143,41,110,8,0,0,0
34.8,88,29,58,55,3,1,1,1
37.1,54,182,39,93,1,0,0,2
20.7,62,43,80,103,10,0,0,0
28.8,59,86,68,78,1,0,0,0
27.9,42,22,26,55,1,2,0,0
29.6,54,15,54,72,11,1,0,0
36.2,61,26,48,76,6,3,0,2
25.0,64,118,35,43,11,0,0,0
34.1,84,82,80,84,6,0,2,1
21.6,44,153,33,108,10,0,0,0
35.5,93,187,29,106,5,0,2,1
28.7,92,80,63,43,10,0,2,0
38.6,94,108,58,72,5,0,2,2
21.9,73,87,66,111,2,0,1,0
23.8,45,32,33,100,10,1,0,0
23.7,81,170,47,58,3,0,2,0
28.5,79,122,43,106,4,0,1,0
30.4,67,38,56,58,3,1,1,1
38.8,81,159,68,115,2,0,2,2
37.4,93,68,34,95,4,0,2,2
36.3,56,104,63,90,11,0,0,2
28.9,78,185,44,84,10,0,1,0
37.1,53,188,43,73,3,0,0,2
33.3,72,4,24,65,10,2,1,1
20.8,40,194,39,65,2,0,0,0
25.4,69,136,23,55,11,0,1,0
36.2,47,96,26,90,2,0,0,2
34.7,81,36,68,57,8,1,1,1
40.3,47,104,22,114,2,0,0,2
38.0,69,163,76,54,12,0,1,2
34.8,88,193,55,120,6,0,2,1
41.1,66,140,45,120,7,0,1,2
39.5,68,110,52,73,12,0,1,2
21.0,68,153,74,65,4,0,1,0
18.5,87,53,73,49,7,0,2,0
19.8,40,187,63,81,8,0,0,0
19.3,71,120,32,96,2,0,1,0
39.3,88,173,79,67,1,0,2,2
37.2,72,161,33,100,11,0,1,2
29.9,43,116,46,92,11,0,0,0
33.5,59,117,39,59,3,0,0,1
30.6,79,87,56,73,6,0,1,1
19.5,48,159,58,95,11,0,0,0
41.2,76,84,21,120,7,0,1,2
36.8,47,25,61,54,2,3,0,2
32.6,59,110,42,56,5,0,0,1
32.1,49,40,71,53,10,1,0,1
35.3,65,4,48,89,9,3,0,1
41.4,80,7,68,120,6,3,1,2
34.0,77,62,48,49,7,0,1,1
36.2,74,62,33,58,10,0,1,2
41.9,86,103,74,112,9,0,2,2
35.2,43,133,32,94,12,0,0,1
24.4,84,7,61,80,10,1,1,0
27.2,41,127,69,60,3,0,0,0
38.6,64,20,76,101,6,3,0,2
38.9,47,151,25,88,6,0,0,2
35.8,87,198,69,41,5,0,2,1
22.5,47,99,63,95,8,0,0,0
21.6,94,122,29,95,10,0,2,0
34.1,44,62,37,60,12,0,0,1
23.4,91,96,62,94,9,0,2,0
21.3,73,53,79,111,4,0,1,0
36.2,60,107,27,114,3,0,0,2
34.2,63,41,53,49,12,0,0,1
38.9,47,82,44,115,12,0,0,2
39.5,76,52,78,59,4,0,1,2
30.7,78,28,31,62,9,1,1,1
41.4,55,113,67,69,5,0,0,2
33.9,69,171,71,75,2,0,1,1
29.7,58,149,20,77,6,0,0,0
27.7,44,32,40,91,5,1,0,0
30.0,82,110,47,85,2,0,2,0
27.9,94,200,24,114,1,0,2,0
25.6,60,176,38,115,3,0,0,0
26.8,56,67,70,80,4,0,0,0
21.9,42,17,73,52,10,1,0,0
31.8,58,29,41,61,6,1,0,1
25.7,83,61,42,57,12,0,2,0
27.6,73,115,44,111,6,0,1,0
23.4,90,75,30,64,2,0,2,0
32.1,66,153,44,70,11,0,1,1
37.2,54,169,25,117,9,0,0,2
23.3,65,64,39,84,9,0,0,0
27.4,86,55,58,63,8,0,2,0
20.7,62,193,29,80,1,0,0,0
31.6,61,5,75,111,8,1,0,1
38.6,82,175,22,109,11,0,2,2
27.2,94,78,65,63,4,0,2,0
40.4,58,35,72,79,1,3,0,2
20.6,57,3,26,66,3,2,0,0
32.9,70,63,40,116,5,0,1,1
22.3,88,53,37,104,11,0,2,0
28.5,83,123,23,52,12,0,2,0
20.5,40,99,45,96,5,0,0,0
35.4,54,53,27,61,10,0,0,1
23.4,82,142,55,43,12,0,2,0
35.9,83,176,57,58,2,0,2,1
29.5,49,139,37,94,2,0,0,0
30.9,77,17,24,80,9,2,1,1
26.1,91,147,42,88,3,0,2,0
25.2,72,57,42,98,12,0,1,0
26.6,80,192,72,59,11,0,1,0
40.5,72,153,50,55,1,0,1,2
39.5,78,4,43,103,9,3,1,2
34.4,71,157,66,44,12,0,1,1
27.9,45,59,60,55,8,0,0,0
39.9,78,85,57,45,5,0,1,2
28.2,84,190,54,97,7,0,2,0
32.0,58,55,66,43,4,0,0,1
24.0,50,0,49,69,8,1,0,0
20.0,49,58,45,75,10,0,0,0
35.7,75,27,36,109,11,3,1,1
26.4,44,16,32,46,1,1,0,0
21.8,53,139,25,79,11,0,0,0
24.5,42,66,67,89,3,0,0,0
37.1,47,101,38,76,9,0,0,2
38.2,51,106,77,52,8,0,0,2
34.4,59,73,51,113,9,0,0,1
29.6,82,30,64,86,11,1,1,0
27.3,64,121,49,45,2,0,0,0
20.2,62,90,45,73,11,0,0,0
34.9,57,24,46,45,10,1,0,1
41.1,76,0,53,73,6,3,1,2
35.4,61,176,72,102,1,0,0,1
27.9,76,30,24,105,8,2,1,0
37.8,71,175,39,111,2,0,1,2
30.1,55,186,66,81,4,0,0,1
24.4,76,200,54,55,6,0,1,0
21.9,88,57,45,68,2,0,2,0
27.0,87,88,80,97,12,0,2,0
38.9,44,64,35,90,4,0,0,2
19.8,40,1,63,69,5,1,0,0
22.4,87,116,52,117,9,0,2,0
19.6,89,145,78,46,2,0,2,0
39.9,87,130,24,82,12,0,2,2
38.1,56,165,58,74,5,0,0,2
30.1,94,96,22,113,4,0,2,1
28.8,92,97,27,113,11,0,2,0
22.9,52,83,79,106,12,0,0,0
27.4,49,37,51,99,1,1,0,0
19.6,68,175,71,78,7,0,1,0
41.3,70,174,72,96,1,0,1,2
23.1,84,131,66,88,1,0,2,0
25.2,81,172,53,78,7,0,2,0
31.0,82,154,58,119,12,0,2,1
34.8,85,146,48,106,6,0,2,1
41.5,80,9,23,66,12,3,1,2
35.3,63,197,66,81,5,0,0,1
31.3,81,188,61,91,12,0,2,1
28.5,75,25,79,78,11,1,1,0
20.4,84,144,53,117,1,0,2,0
31.9,74,24,43,49,8,1,1,1
38.5,92,157,59,43,5,0,2,2
26.5,85,135,63,40,10,0,2,0
24.7,82,129,56,84,1,0,2,0
25.1,89,22,62,44,1,1,1,0
34.0,47,150,57,109,3,0,0,1
19.4,44,92,37,114,7,0,0,0
35.5,60,183,33,41,2,0,0,1
25.4,43,84,45,56,1,0,0,0
21.3,70,59,29,54,3,0,1,0
30.8,68,12,62,57,5,1,1,1
18.1,64,30,25,115,9,2,0,0
20.7,95,27,28,101,6,2,1,0
29.5,85,24,76,91,6,1,1,0
38.1,54,81,30,101,9,0,0,2
36.2,73,28,32,81,8,3,1,2
31.0,67,165,50,46,6,0,1,1
41.4,87,45,50,45,8,0,1,2
28.1,91,136,58,57,11,0,2,0
26.7,61,168,58,88,11,0,0,0
20.5,56,54,42,97,11,0,0,0
33.9,89,127,29,70,3,0,2,1
33.1,56,4,53,47,2,1,0,1
34.1,55,130,62,92,11,0,0,1
27.3,43,6,72,75,11,1,0,0
26.9,57,117,77,51,4,0,0,0
41.8,76,186,31,40,3,0,1,2
23.5,84,80,28,63,10,0,2,0
34.7,65,97,35,96,10,0,0,1
40.6,61,125,29,115,5,0,0,2
26.6,93,119,21,92,8,0,2,0
36.1,80,178,52,107,1,0,1,2
29.1,86,82,40,76,6,0,2,0
40.3,44,117,58,81,8,0,0,2
39.2,93,57,79,49,8,0,2,2
28.5,75,72,30,115,7,0,1,0
36.8,75,85,76,54,6,0,1,2
21.6,76,89,50,57,5,0,1,0
22.5,83,96,79,109,1,0,2,0
30.6,74,61,39,42,12,0,1,1
23.0,68,193,58,58,2,0,1,0
20.2,83,25,67,54,8,1,1,0
36.2,52,192,29,102,11,0,0,2
37.1,92,161,68,111,10,0,2,2
32.2,79,145,40,113,1,0,1,1
29.9,43,69,46,78,12,0,0,0
36.5,88,112,58,41,10,0,2,2
27.8,88,68,59,104,7,0,2,0
35.7,53,184,66,81,1,0,0,1
20.9,92,22,61,86,9,1,1,0
32.1,55,6,64,99,3,1,0,1
22.4,54,48,38,103,6,0,0,0
21.0,95,42,69,58,9,0,1,0
26.7,57,86,71,61,7,0,0,0
40.5,89,15,59,109,9,3,1,2
35.7,93,121,37,97,3,0,2,1
21.3,50,79,63,116,7,0,0,0
33.9,56,124,27,91,8,0,0,1
37.6,52,36,46,80,10,3,0,2
34.9,64,197,26,40,10,0,0,1
25.8,48,70,55,74,4,0,0,0
29.2,65,162,44,74,2,0,0,0
35.3,58,195,36,77,11,0,0,1
20.5,68,56,25,118,3,0,1,0
33.4,93,196,65,88,5,0,2,1
19.4,40,66,27,40,6,0,0,0
24.0,79,0,30,116,10,1,1,0
33.8,59,142,30,110,4,0,0,1
28.1,57,39,49,85,5,1,0,0
30.3,91,129,58,48,12,0,2,1
39.7,55,132,31,60,4,0,0,2
21.9,43,71,54,42,9,0,0,0
36.0,65,166,80,84,7,0,0,1
21.1,42,65,67,99,3,0,0,0
35.5,66,85,35,74,9,0,1,1
19.6,45,143,25,90,1,0,0,0
38.3,87,85,55,59,7,0,2,2
41.6,83,93,44,83,4,0,2,2
19.3,54,133,74,79,8,0,0,0
27.5,45,82,71,67,12,0,0,0
40.3,83,142,35,66,3,0,2,2
33.5,58,3,54,97,4,1,0,1
30.3,47,175,78,101,10,0,0,1
27.4,49,47,69,48,5,0,0,0
30.1,46,68,23,63,2,0,0,1
41.2,48,103,53,52,6,0,0,2
19.7,62,24,44,55,3,1,0,0
23.7,95,66,36,77,12,0,2,0
40.6,72,135,44,82,5,0,1,2
23.9,60,40,27,40,3,2,0,0
22.0,71,172,27,112,11,0,1,0
30.6,87,16,25,55,2,2,1,1
31.9,44,22,59,98,7,1,0,1
37.3,68,5,53,45,4,3,1,2
34.0,62,141,52,80,3,0,0,1
30.5,48,65,68,85,11,0,0,1
37.6,65,167,42,101,6,0,0,2
32.8,88,0,67,70,1,1,1,1
19.9,56,23,59,63,12,1,0,0
25.7,51,176,48,62,6,0,0,0
33.4,40,93,33,66,6,0,0,1
28.0,71,38,20,61,12,2,1,0
22.6,61,9,53,51,11,1,0,0
19.1,88,21,57,72,4,1,1,0
30.8,48,199,44,44,1,0,0,1
26.5,71,24,28,70,4,2,1,0
23.7,60,163,36,44,7,0,0,0
21.1,54,40,69,110,2,1,0,0
29.2,79,12,29,96,12,2,1,0
27.0,67,187,77,81,10,0,1,0
37.6,72,145,76,47,2,0,1,2
35.2,94,189,73,107,10,0,2,1
24.7,82,117,48,70,6,0,2,0
38.4,70,116,64,58,2,0,1,2
32.0,40,57,47,116,1,0,0,1
41.7,41,179,52,85,11,0,0,2
22.0,80,167,22,105,10,0,1,0
27.2,69,135,30,112,10,0,1,0
19.0,83,200,46,51,8,0,2,0
39.1,74,46,69,111,4,0,1,2
38.7,50,111,27,67,11,0,0,2
29.6,49,122,73,84,1,0,0,0
33.8,41,128,37,88,10,0,0,1
33.8,55,92,80,93,5,0,0,1
22.7,72,143,50,108,7,0,1,0
34.0,95,67,58,58,8,0,2,1
40.9,84,155,77,113,8,0,2,2
25.2,51,66,78,108,9,0,0,0
27.1,82,32,61,55,2,1,1,0
31.4,93,124,22,48,11,0,2,1
38.2,73,61,53,48,12,0,1,2
24.3,64,72,35,105,3,0,0,0
31.8,66,88,51,83,11,0,1,1
26.5,74,90,32,117,8,0,1,0
28.3,74,134,23,88,7,0,1,0
38.6,82,66,75,83,2,0,2,2
27.1,81,88,80,57,8,0,2,0
33.4,89,29,50,59,12,1,1,1
38.3,64,18,65,47,9,3,0,2
22.6,61,20,67,115,9,1,0,0
25.9,77,182,75,43,11,0,1,0
19.1,88,31,79,92,6,1,1,0
32.7,67,85,29,120,12,0,1,1
38.9,88,35,21,70,1,3,1,2
39.8,67,174,29,92,11,0,1,2
23.8,82,85,63,86,10,0,2,0
38.5,41,6,46,41,6,3,0,2
29.4,74,94,76,96,2,0,1,0
41.3,47,128,62,110,8,0,0,2
20.3,77,188,74,83,12,0,1,0
41.3,59,113,49,48,4,0,0,2
32.5,89,43,21,85,12,0,1,1
41.0,51,52,25,49,5,0,0,2
20.4,70,196,29,99,8,0,1,0
24.8,83,66,54,89,3,0,2,0
39.6,44,39,44,119,10,3,0,2
32.1,43,158,27,120,12,0,0,1
39.5,52,145,62,54,2,0,0,2
30.7,92,13,46,109,1,1,1,1
31.0,92,97,28,64,7,0,2,1
38.6,94,181,43,42,6,0,2,2
25.3,92,24,20,57,12,2,1,0
41.8,49,10,66,115,10,3,0,2
23.0,44,168,23,88,10,0,0,0
21.5,61,154,36,79,5,0,0,0
30.3,41,3,58,98,5,1,0,1
38.2,58,168,62,99,12,0,0,2
30.3,44,37,27,82,10,2,0,1
28.2,60,92,27,85,2,0,0,0
41.9,57,51,22,68,3,0,0,2
18.4,84,148,53,103,1,0,2,0
35.6,40,156,60,80,9,0,0,1
41.3,83,126,25,56,1,0,2,2
25.9,67,102,34,107,10,0,1,0
19.2,47,67,36,109,12,0,0,0
21.9,93,162,40,86,6,0,2,0
26.2,44,94,43,62,11,0,0,0
38.6,43,103,45,47,1,0,0,2
39.2,61,21,49,74,10,3,0,2
20.3,67,17,33,86,3,1,1,0
33.9,45,104,24,114,12,0,0,1
19.3,84,189,56,108,9,0,2,0
38.7,44,182,42,76,6,0,0,2
28.4,48,31,61,68,7,1,0,0
22.2,58,170,55,111,2,0,0,0
20.2,69,67,47,59,3,0,1,0
41.1,82,138,64,114,3,0,2,2
32.4,51,187,63,62,2,0,0,1
39.9,73,112,49,64,12,0,1,2
40.2,76,199,38,108,2,0,1,2
18.7,48,58,39,69,10,0,0,0
39.1,79,186,47,83,2,0,1,2
22.2,64,155,67,55,4,0,0,0
27.1,68,105,47,94,2,0,1,0
26.7,64,21,33,118,10,1,0,0
36.7,59,137,70,103,2,0,0,2
42.0,80,104,28,41,9,0,1,2
18.5,93,17,20,105,7,2,1,0
24.9,49,194,79,60,5,0,0,0
20.4,72,129,22,56,11,0,1,0
35.8,74,105,49,77,3,0,1,1
37.2,53,109,51,67,3,0,0,2
23.8,61,58,44,82,5,0,0,0
31.6,54,168,21,68,2,0,0,1
21.1,44,174,25,98,5,0,0,0
29.4,79,104,21,108,3,0,1,0
32.4,72,46,52,101,3,0,1,1
31.6,70,192,42,57,9,0,1,1
40.1,79,171,77,113,12,0,1,2
28.8,89,72,76,116,7,0,2,0
20.4,48,0,24,46,3,2,0,0
21.2,88,196,48,108,3,0,2,0
30.5,88,109,74,42,6,0,2,1
33.4,77,11,78,40,11,1,1,1
35.1,65,76,24,61,12,0,0,1
18.9,74,198,79,84,8,0,1,0
32.7,83,152,68,98,9,0,2,1
34.9,78,41,44,97,6,0,1,1
31.4,75,67,34,43,5,0,1,1
41.4,69,191,28,113,1,0,1,2
30.8,60,166,33,66,1,0,0,1
28.6,84,76,46,98,5,0,2,0
38.4,66,1,36,55,1,3,1,2
37.2,87,184,62,105,4,0,2,2
34.1,64,11,78,96,5,1,0,1
40.3,91,200,69,99,5,0,2,2
33.9,50,191,64,83,6,0,0,1
41.9,87,65,29,101,5,0,2,2
32.1,78,171,57,101,10,0,1,1
37.7,44,20,71,86,5,3,0,2
26.6,42,147,44,80,10,0,0,0
27.2,75,131,46,40,6,0,1,0
23.1,64,64,34,82,9,0,0,0
23.2,56,80,32,60,6,0,0,0
20.2,89,176,59,118,7,0,2,0
40.8,73,83,37,66,6,0,1,2
34.4,87,191,51,77,1,0,2,1
40.2,40,143,73,57,9,0,0,2
37.7,41,67,24,76,6,0,0,2
24.1,75,50,44,96,6,0,1,0
34.6,66,51,51,41,12,0,1,1
38.3,63,77,79,87,4,0,0,2
38.2,95,40,65,56,10,3,1,2
19.9,94,36,67,102,2,1,1,0
34.4,87,146,50,107,8,0,2,1
29.4,78,19,38,64,6,1,1,0
25.4,92,24,37,104,12,1,1,0
27.2,79,2,69,75,8,1,1,0
22.4,60,158,58,92,2,0,0,0
22.9,42,21,58,103,7,1,0,0
23.6,74,42,53,85,10,0,1,0
40.8,57,171,62,104,12,0,0,2
23.3,81,12,25,117,10,2,1,0
26.2,94,99,55,88,1,0,2,0
26.5,50,174,27,55,8,0,0,0
36.1,63,30,67,110,10,3,0,2
21.8,81,26,53,105,8,1,1,0
19.2,55,158,26,56,8,0,0,0
26.5,91,59,48,117,1,0,2,0
38.3,47,93,42,52,1,0,0,2
19.6,46,4,71,71,8,1,0,0
32.9,47,45,34,75,12,0,0,1
40.3,80,124,34,84,5,0,1,2
18.5,44,0,56,108,6,1,0,0
25.6,95,194,51,60,5,0,2,0
34.1,89,140,25,70,6,0,2,1
21.0,85,127,31,104,12,0,2,0
34.1,51,71,73,64,6,0,0,1
38.7,68,134,68,114,10,0,1,2
36.3,75,160,72,60,1,0,1,2
27.1,77,186,64,72,12,0,1,0
23.2,90,89,76,96,10,0,2,0
29.5,59,173,79,47,9,0,0,0
35.2,71,83,64,70,6,0,1,1
34.3,48,148,23,89,7,0,0,1
34.7,46,164,28,111,2,0,0,1
40.5,48,87,54,71,5,0,0,2
29.1,64,52,72,120,8,0,0,0
37.4,57,18,51,41,10,3,0,2
33.7,51,157,32,76,4,0,0,1
27.2,80,26,29,89,11,2,1,0
20.3,90,160,24,96,10,0,2,0
34.2,72,111,44,71,11,0,1,1
28.3,60,157,80,53,5,0,0,0
28.5,71,63,61,52,9,0,1,0
39.8,64,4,61,52,9,3,0,2
30.2,72,15,69,46,11,1,1,1
25.0,52,51,64,109,8,0,0,0
36.2,40,106,69,90,1,0,0,2
30.9,76,42,77,82,5,0,1,1
31.6,57,122,79,79,7,0,0,1
21.8,75,30,65,55,5,1,1,0
29.2,72,4,31,61,8,1,1,0
38.6,75,153,39,69,11,0,1,2
29.9,74,93,43,64,11,0,1,0
32.1,61,184,55,87,4,0,0,1
22.9,43,191,58,77,6,0,0,0
23.5,48,140,44,69,6,0,0,0
